id	desc	URL	color
11132995_45_251	single domain, from Haliscomenobacter hydrossis O, DSM 1100	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11132995	
11135123_241_454	tandem domain, from Haliscomenobacter hydrossis O, DSM 1100	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11135123	
11136081_27_193	single domain, from Haliscomenobacter hydrossis O, DSM 1100	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11136081	
11141775_41_262	single domain, from Runella slithyformis LSU4, DSM 19594	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11141775	
11142916_35_241	single domain, near sugar dehydrogenase, from Runella slithyformis LSU4, DSM 19594	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11142916	
11144788_324_528	with other domain, from Runella slithyformis LSU4, DSM 19594	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11144788	
11176218_20_201	single domain, from Gillisia limnaea R-8282, DSM 15749	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11176218	
11185153_25_218	single domain, from Ornithobacterium rhinotracheale DSM 15997	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11185153	
11202178_22_203	tandem domain, near sugar dehydrogenase, from Cytophaga fermentans IAM 14302, DSM 9555	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11202178	
11202245_37_274	single domain, from Cytophaga fermentans IAM 14302, DSM 9555	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11202245	
11227501_33_203	single domain, from Cyclobacterium marinum DSM 745	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11227501	
11227662_34_258	single domain, near sugar dehydrogenase, from Cyclobacterium marinum DSM 745	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11227662	
11228697_40_270	single domain, near sugar dehydrogenase, from Cyclobacterium marinum DSM 745	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11228697	
11231190_33_234	single domain, from Cyclobacterium marinum DSM 745	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11231190	
1125827_671_892	with redox domain, from Nitrosospira multiformis ATCC 25196	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=1125827	
11261816_60_268	single domain, from Flexibacter tractuosus DSM 4126	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11261816	
1126194_16_255	single domain, from Nitrosospira multiformis ATCC 25196	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=1126194	
11268538_332_511	with other domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11268538	
11268944_31_219	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11268944	
11269095_78_293	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11269095	
11269564_221_397	tandem domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11269564	
11269824_44_215	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11269824	
11271595_39_238	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11271595	
11272043_27_202	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11272043	
11272068_67_249	single domain, from Isosphaera pallida IS1B, ATCC 43644	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11272068	
11292681_28_217	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11292681	
11292817_33_232	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11292817	
11293044_51_238	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11293044	
11293204_36_238	with redox domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11293204	
11293622_25_202	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11293622	
11294790_78_245	tandem domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11294790	
11294916_26_207	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11294916	
11295415_26_253	single domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11295415	
11296383_24_224	with redox domain, from Planctomyces brasiliensis DSM 5305	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=11296383	
1261712_62_315	single domain, from Novosphingobium aromaticivorans DSM 12444	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=1261712	
1937924_811_999	with other domain, from Streptomyces coelicolor A3(2)	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=1937924	
2107363_45_249	single domain, near sugar dehydrogenase, from Gramella forsetii KT0803	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2107363	
2220515_8_228	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2220515	
2220738_87_285	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2220738	
2221107_28_212	with other domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221107	
2221152_22_224	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221152	
2221277_10_210	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221277	
2221624_159_350	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221624	
2221882_149_317	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221882	
2221983_152_318	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2221983	
2222289_283_466	with redox domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2222289	
2223153_25_190	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2223153	
2223539_22_227	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2223539	
2224300_9_241	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2224300	
2224519_22_203	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2224519	
2224728_148_318	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2224728	
2224729_30_207	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2224729	
2225943_20_213	single domain, from Solibacter usitatus Ellin6076	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2225943	
246875_521_727	with other domain, from Streptomyces coelicolor A3(2)	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=246875	
2712523_30_259	single domain, from Tenacibaculum sp. MED152	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2712523	
2760313_39_201	tandem domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2760313	
2760771_804_979	with other domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2760771	
2760957_28_228	with redox domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2760957	
2761067_1173_1341	with redox domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2761067	
2761156_23_206	single domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2761156	
2762174_615_790	with other domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2762174	
2764129_27_207	single domain, from Blastopirellula marina DSM 3645	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2764129	
2766263_22_220	single domain, from Flavobacteriales bacterium HTCC2170	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2766263	
2766517_33_261	single domain, from Flavobacteriales bacterium HTCC2170	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2766517	
2766526_24_229	single domain, from Flavobacteriales bacterium HTCC2170	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2766526	
2767479_46_191	single domain, from Flavobacteriales bacterium HTCC2170	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=2767479	
3395994_38_271	single domain, from Novosphingobium aromaticivorans DSM 12444	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3395994	
3500619_44_289	single domain, from Pseudoalteromonas atlantica T6c	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3500619	
BT2157	single domain 3-ketoglycoside hydrolase from Bacteroides thetaiotaomicron VPI-5482	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=351685	lime
352996_22_206	tandem domain, near sugar dehydrogenase, from Bacteroides thetaiotaomicron VPI-5482	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=352996	
3558251_5_190	single domain, from Pseudomonas stutzeri A1501	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3558251	
3653714_122_335	single domain, from Saccharopolyspora erythraea NRRL 2338	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3653714	
3722085_28_214	single domain, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3722085	
3722502_28_193	with other domain, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3722502	
3722639_36_242	single domain, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3722639	
3722681_42_255	single domain, near sugar dehydrogenase, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3722681	
3723284_29_221	single domain, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3723284	
3723559_59_253	single domain, near sugar dehydrogenase, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3723559	
3723687_51_268	single domain, from Parabacteroides distasonis ATCC 8503	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3723687	
3772626_642_829	with redox domain, from Microcystis aeruginosa NIES-843	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=3772626	
4262859_41_193	with other domain, from Bacteroides uniformis ATCC 8492	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4262859	
4590561_54_263	with other domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4590561	
4591527_43_215	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4591527	
4592216_152_332	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4592216	
4592619_38_216	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4592619	
4592896_57_240	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4592896	
4593654_515_746	with redox domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4593654	
4594149_77_234	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4594149	
4594548_352_539	with other domain, near sugar dehydrogenase, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4594548	
4594702_67_283	single domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4594702	
4595173_477_662	with other domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4595173	
4595334_71_236	tandem domain, from Planctomyces maris DSM 8797	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4595334	
4611874_988_1186	with redox domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4611874	
4612146_159_339	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4612146	
4612229_39_228	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4612229	
4612339_494_704	with other domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4612339	
4613131_15_203	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4613131	
4613166_24_177	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4613166	
4613218_30_221	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4613218	
4613982_36_229	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4613982	
4614159_234_440	tandem domain, near sugar dehydrogenase, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4614159	
4614159_29_215	tandem domain, near sugar dehydrogenase, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4614159	
4614230_39_205	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4614230	
4614844_78_263	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4614844	
4615012_42_228	single domain, near sugar dehydrogenase, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4615012	
4615506_175_363	with redox domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4615506	
4616165_23_217	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4616165	
4616236_34_216	single domain, from Lentisphaera araneosa HTCC2155	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4616236	
4904579_682_860	with redox domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4904579	
4907078_48_238	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4907078	
4908012_29_247	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4908012	
4908135_36_246	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4908135	
4908583_34_225	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4908583	
4909469_250_435	tandem domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4909469	
4909784_48_228	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4909784	
4909907_81_246	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4909907	
4911270_310_467	with other domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4911270	
4911453_35_208	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4911453	
4911804_24_214	single domain, from Gemmata obscuriglobus UQM 2246	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=4911804	
554351_85_257	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554351	
554416_28_225	with redox domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554416	
554419_49_246	with other domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554419	
554434_59_259	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554434	
554685_116_314	with other domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554685	
554998_519_700	with redox domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=554998	
556011_250_415	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=556011	
556011_29_219	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=556011	
556853_51_260	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=556853	
557004_164_355	single domain, near sugar dehydrogenase, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=557004	
557181_269_442	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=557181	
557204_55_252	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=557204	
558057_260_435	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=558057	
558057_88_251	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=558057	
559162_234_438	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=559162	
559162_54_228	tandem domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=559162	
5593361_25_197	single domain, from Rhodospirillum centenum SW	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5593361	
559512_79_278	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=559512	
560752_63_281	single domain, from Pirellula sp. 1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=560752	
5635396_34_225	single domain, from Phenylobacterium zucineum HLK1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5635396	
5646854_22_277	single domain, from Opitutus terrae PB90-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5646854	
5646913_28_225	with other domain, from Opitutus terrae PB90-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5646913	
5647962_33_212	single domain, from Opitutus terrae PB90-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5647962	
5650184_80_251	single domain, from Opitutus terrae PB90-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5650184	
5650395_26_219	single domain, from Opitutus terrae PB90-1	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5650395	
5653674_1059_1234	with redox domain, from Streptomyces griseus subsp. griseus NBRC 13350	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5653674	
5708882_24_263	single domain, from Cellvibrio japonicus Ueda107	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5708882	
5848954_85_286	single domain, from Caulobacter crescentus NA1000	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5848954	lime
5848961_43_276	single domain, from Caulobacter crescentus NA1000	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=5848961	lime
6000697_153_324	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6000697	
6000757_65_257	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6000757	
6001914_31_230	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6001914	
6002492_41_212	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6002492	
6003772_60_269	with redox domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6003772	
6003860_25_205	with redox domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6003860	
6004177_75_267	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6004177	
6004371_23_210	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6004371	
6004649_25_232	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6004649	
6004792_562_779	with other domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6004792	
6004807_27_244	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6004807	
6005680_33_220	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6005680	
6005885_41_249	single domain, from Verrucomicrobium spinosum DSM 4136	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6005885	
6248947_52_255	single domain, from Chthoniobacter flavus Ellin428	http://microbesonline.org/cgi-bin/fetchLocus.cgi?locus=6248947	
